,0.01,0.05,0.1,0.25,0.5,0.75,1
exact,5.5602006688963215,34.364548494983275,46.279264214046826,52.38294314381271,55.10033444816054,57.39966555183946,58.98829431438127
f1,10.95518380689278,56.14137253524221,67.319394967386,73.34490647779701,75.86793340959068,76.74744656452484,78.16326460510344
total,2392.0,2392.0,2392.0,2392.0,2392.0,2392.0,2392.0
HasAns_exact,5.5602006688963215,34.364548494983275,46.279264214046826,52.38294314381271,55.10033444816054,57.39966555183946,58.98829431438127
HasAns_f1,10.95518380689278,56.14137253524221,67.319394967386,73.34490647779701,75.86793340959068,76.74744656452484,78.16326460510344
HasAns_total,2392.0,2392.0,2392.0,2392.0,2392.0,2392.0,2392.0
best_exact,5.5602006688963215,34.364548494983275,46.279264214046826,52.38294314381271,55.10033444816054,57.39966555183946,58.98829431438127
best_exact_thresh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
best_f1,10.95518380689278,56.14137253524221,67.319394967386,73.34490647779701,75.86793340959068,76.74744656452484,78.16326460510344
best_f1_thresh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
